motif_DB	motif_ID	motif_ALT_ID	seq_ID	FASTA_score	PWM_score	class
/tmp/Rtmp6bGvRV/1	MA1102.3	CTCFL	chipseq_peak_15144	5324	176.059	tp
/tmp/Rtmp6bGvRV/1	MA1102.3	CTCFL	chipseq_peak_15164	5333	164.455	tp
/tmp/Rtmp6bGvRV/1	MA1102.3	CTCFL	chipseq_peak_48072_shuf_1	34831	151.156	fp
/tmp/Rtmp6bGvRV/1	MA1102.3	CTCFL	chipseq_peak_6630	2315	148.651	tp
/tmp/Rtmp6bGvRV/1	MA1102.3	CTCFL	chipseq_peak_15154	5327	146.065	tp
/tmp/Rtmp6bGvRV/1	MA1102.3	CTCFL	chipseq_peak_17462	6140	141.045	tp
/tmp/Rtmp6bGvRV/1	MA1102.3	CTCFL	chipseq_peak_15162	5331	134.5	tp
/tmp/Rtmp6bGvRV/1	MA1102.3	CTCFL	chipseq_peak_742	324	129.717	tp
/tmp/Rtmp6bGvRV/1	MA1102.3	CTCFL	chipseq_peak_423	203	122.498	tp
/tmp/Rtmp6bGvRV/1	MA1102.3	CTCFL	chipseq_peak_29465	10612	119.63	tp
/tmp/Rtmp6bGvRV/1	MA1102.3	CTCFL	chipseq_peak_16016_shuf_1	23417	117.563	fp
/tmp/Rtmp6bGvRV/1	MA1102.3	CTCFL	chipseq_peak_23788	8586	111.322	tp
/tmp/Rtmp6bGvRV/1	MA1102.3	CTCFL	chipseq_peak_16765	5853	108.037	tp
/tmp/Rtmp6bGvRV/1	MA1102.3	CTCFL	chipseq_peak_25711_shuf_1	27124	104.085	fp
/tmp/Rtmp6bGvRV/1	MA1102.3	CTCFL	chipseq_peak_39528	14079	103.653	tp
/tmp/Rtmp6bGvRV/1	MA1102.3	CTCFL	chipseq_peak_15163	5332	103.531	tp
/tmp/Rtmp6bGvRV/1	MA1102.3	CTCFL	chipseq_peak_15208	5357	102.777	tp
/tmp/Rtmp6bGvRV/1	MA1102.3	CTCFL	chipseq_peak_21820	7803	100.504	tp
/tmp/Rtmp6bGvRV/1	MA1102.3	CTCFL	chipseq_peak_22321	8008	100.126	tp
/tmp/Rtmp6bGvRV/1	MA1102.3	CTCFL	chipseq_peak_5543	1962	99.3833	tp
/tmp/Rtmp6bGvRV/1	MA1102.3	CTCFL	chipseq_peak_38493	13692	98.0257	tp
/tmp/Rtmp6bGvRV/1	MA1102.3	CTCFL	chipseq_peak_19607_shuf_1	24806	97.1498	fp
/tmp/Rtmp6bGvRV/1	MA1102.3	CTCFL	chipseq_peak_29423	10594	94.8609	tp
/tmp/Rtmp6bGvRV/1	MA1102.3	CTCFL	chipseq_peak_41697	14772	92.0935	tp
/tmp/Rtmp6bGvRV/1	MA1102.3	CTCFL	chipseq_peak_5734_shuf_1	19835	91.4453	fp
/tmp/Rtmp6bGvRV/1	MA1102.3	CTCFL	chipseq_peak_30151_shuf_1	28710	90.9836	fp
/tmp/Rtmp6bGvRV/1	MA1102.3	CTCFL	chipseq_peak_30334	10952	89.8493	tp
/tmp/Rtmp6bGvRV/1	MA1102.3	CTCFL	chipseq_peak_44560_shuf_1	33554	88.1193	fp
/tmp/Rtmp6bGvRV/1	MA1102.3	CTCFL	chipseq_peak_4210_shuf_1	19285	86.1697	fp
/tmp/Rtmp6bGvRV/1	MA1102.3	CTCFL	chipseq_peak_28921	10371	85.8053	tp
/tmp/Rtmp6bGvRV/1	MA1102.3	CTCFL	chipseq_peak_22575_shuf_1	25931	84.542	fp
/tmp/Rtmp6bGvRV/1	MA1102.3	CTCFL	chipseq_peak_44255	15603	84.2053	tp
/tmp/Rtmp6bGvRV/1	MA1102.3	CTCFL	chipseq_peak_22302	7997	83.6308	tp
/tmp/Rtmp6bGvRV/1	MA1102.3	CTCFL	chipseq_peak_24934_shuf_1	26819	83.4145	fp
/tmp/Rtmp6bGvRV/1	MA1102.3	CTCFL	chipseq_peak_17220_shuf_1	23871	82.8416	fp
/tmp/Rtmp6bGvRV/1	MA1102.3	CTCFL	chipseq_peak_12373	4320	82.0277	tp
/tmp/Rtmp6bGvRV/1	MA1102.3	CTCFL	chipseq_peak_18419	6545	80.965	tp
/tmp/Rtmp6bGvRV/1	MA1102.3	CTCFL	chipseq_peak_48842	17337	80.5993	tp
/tmp/Rtmp6bGvRV/1	MA1102.3	CTCFL	chipseq_peak_20017	7106	80.116	tp
/tmp/Rtmp6bGvRV/1	MA1102.3	CTCFL	chipseq_peak_4308	1478	79.924	tp
/tmp/Rtmp6bGvRV/1	MA1102.3	CTCFL	chipseq_peak_5771_shuf_1	19852	79.2337	fp
/tmp/Rtmp6bGvRV/1	MA1102.3	CTCFL	chipseq_peak_2935_shuf_1	18879	79.0083	fp
/tmp/Rtmp6bGvRV/1	MA1102.3	CTCFL	chipseq_peak_22641_shuf_1	25956	78.9158	fp
/tmp/Rtmp6bGvRV/1	MA1102.3	CTCFL	chipseq_peak_36201	12933	78.7029	tp
/tmp/Rtmp6bGvRV/1	MA1102.3	CTCFL	chipseq_peak_20737	7390	78.6458	tp
/tmp/Rtmp6bGvRV/1	MA1102.3	CTCFL	chipseq_peak_29477_shuf_1	28446	78.3829	fp
/tmp/Rtmp6bGvRV/1	MA1102.3	CTCFL	chipseq_peak_18756	6672	78.3795	tp
/tmp/Rtmp6bGvRV/1	MA1102.3	CTCFL	chipseq_peak_46433_shuf_1	34247	78.3441	fp
/tmp/Rtmp6bGvRV/1	MA1102.3	CTCFL	chipseq_peak_38686	13762	77.8748	tp
/tmp/Rtmp6bGvRV/1	MA1102.3	CTCFL	chipseq_peak_1615	647	77.8112	tp
/tmp/Rtmp6bGvRV/1	MA1102.3	CTCFL	chipseq_peak_37429	13315	77.801	tp
/tmp/Rtmp6bGvRV/1	MA1102.3	CTCFL	chipseq_peak_4586	1581	77.7642	tp
/tmp/Rtmp6bGvRV/1	MA1102.3	CTCFL	chipseq_peak_9906_shuf_1	21376	77.6829	fp
/tmp/Rtmp6bGvRV/1	MA1102.3	CTCFL	chipseq_peak_13688	4786	77.6506	tp
/tmp/Rtmp6bGvRV/1	MA1102.3	CTCFL	chipseq_peak_44096_shuf_1	33357	77.5595	fp
/tmp/Rtmp6bGvRV/1	MA1102.3	CTCFL	chipseq_peak_42499	15045	77.4367	tp
