motif_DB	motif_ID	motif_ALT_ID	seq_ID	FASTA_score	PWM_score	class
/var/folders/02/8xlc9n4x3gv96_rj588v5bqh0000gn/T//Rtmp3qxrFB/1	MA1930.2	CTCF	ChIPseq_peak_32	11	2417.58	tp
/var/folders/02/8xlc9n4x3gv96_rj588v5bqh0000gn/T//Rtmp3qxrFB/1	MA1930.2	CTCF	ChIPseq_peak_12	5	860.341	tp
/var/folders/02/8xlc9n4x3gv96_rj588v5bqh0000gn/T//Rtmp3qxrFB/1	MA1930.2	CTCF	ChIPseq_peak_145	52	700.737	tp
/var/folders/02/8xlc9n4x3gv96_rj588v5bqh0000gn/T//Rtmp3qxrFB/1	MA1930.2	CTCF	ChIPseq_peak_44	15	147.297	tp
/var/folders/02/8xlc9n4x3gv96_rj588v5bqh0000gn/T//Rtmp3qxrFB/1	MA1930.2	CTCF	ChIPseq_peak_117_shuf_12	1023	140.921	fp
/var/folders/02/8xlc9n4x3gv96_rj588v5bqh0000gn/T//Rtmp3qxrFB/1	MA1930.2	CTCF	ChIPseq_peak_75_shuf_2	187	136.34	fp
/var/folders/02/8xlc9n4x3gv96_rj588v5bqh0000gn/T//Rtmp3qxrFB/1	MA1930.2	CTCF	ChIPseq_peak_4	3	86.9856	tp
/var/folders/02/8xlc9n4x3gv96_rj588v5bqh0000gn/T//Rtmp3qxrFB/1	MA1930.2	CTCF	ChIPseq_peak_159_shuf_12	1045	86.5124	fp
/var/folders/02/8xlc9n4x3gv96_rj588v5bqh0000gn/T//Rtmp3qxrFB/1	MA1930.2	CTCF	ChIPseq_peak_130_shuf_4	373	81.6482	fp
/var/folders/02/8xlc9n4x3gv96_rj588v5bqh0000gn/T//Rtmp3qxrFB/1	MA1930.2	CTCF	ChIPseq_peak_68	20	70.0744	tp
/var/folders/02/8xlc9n4x3gv96_rj588v5bqh0000gn/T//Rtmp3qxrFB/1	MA1930.2	CTCF	ChIPseq_peak_105	34	55.2428	tp
/var/folders/02/8xlc9n4x3gv96_rj588v5bqh0000gn/T//Rtmp3qxrFB/1	MA1930.2	CTCF	ChIPseq_peak_197_shuf_3	321	43.2219	fp
/var/folders/02/8xlc9n4x3gv96_rj588v5bqh0000gn/T//Rtmp3qxrFB/1	MA1930.2	CTCF	ChIPseq_peak_169	67	41.5665	tp
/var/folders/02/8xlc9n4x3gv96_rj588v5bqh0000gn/T//Rtmp3qxrFB/1	MA1930.2	CTCF	ChIPseq_peak_139_shuf_6	541	40.1681	fp
/var/folders/02/8xlc9n4x3gv96_rj588v5bqh0000gn/T//Rtmp3qxrFB/1	MA1930.2	CTCF	ChIPseq_peak_201_shuf_1	159	35.6673	fp
/var/folders/02/8xlc9n4x3gv96_rj588v5bqh0000gn/T//Rtmp3qxrFB/1	MA1930.2	CTCF	ChIPseq_peak_145_shuf_10	872	31.2769	fp
/var/folders/02/8xlc9n4x3gv96_rj588v5bqh0000gn/T//Rtmp3qxrFB/1	MA1930.2	CTCF	ChIPseq_peak_99_shuf_1	112	30.9768	fp
/var/folders/02/8xlc9n4x3gv96_rj588v5bqh0000gn/T//Rtmp3qxrFB/1	MA1930.2	CTCF	ChIPseq_peak_103_shuf_6	524	30.2307	fp
/var/folders/02/8xlc9n4x3gv96_rj588v5bqh0000gn/T//Rtmp3qxrFB/1	MA1930.2	CTCF	ChIPseq_peak_12_shuf_13	1071	26.8323	fp
/var/folders/02/8xlc9n4x3gv96_rj588v5bqh0000gn/T//Rtmp3qxrFB/1	MA1930.2	CTCF	ChIPseq_peak_113	36	25.1475	tp
/var/folders/02/8xlc9n4x3gv96_rj588v5bqh0000gn/T//Rtmp3qxrFB/1	MA1930.2	CTCF	ChIPseq_peak_194_shuf_1	156	18.8774	fp
/var/folders/02/8xlc9n4x3gv96_rj588v5bqh0000gn/T//Rtmp3qxrFB/1	MA1930.2	CTCF	ChIPseq_peak_12_shuf_9	743	17.7549	fp
/var/folders/02/8xlc9n4x3gv96_rj588v5bqh0000gn/T//Rtmp3qxrFB/1	MA1930.2	CTCF	ChIPseq_peak_146_shuf_1	135	17.7037	fp
/var/folders/02/8xlc9n4x3gv96_rj588v5bqh0000gn/T//Rtmp3qxrFB/1	MA1930.2	CTCF	ChIPseq_peak_115_shuf_12	1022	15.4879	fp
/var/folders/02/8xlc9n4x3gv96_rj588v5bqh0000gn/T//Rtmp3qxrFB/1	MA1930.2	CTCF	ChIPseq_peak_146	53	15.3652	tp
/var/folders/02/8xlc9n4x3gv96_rj588v5bqh0000gn/T//Rtmp3qxrFB/1	MA1930.2	CTCF	ChIPseq_peak_145_shuf_2	216	11.652	fp
/var/folders/02/8xlc9n4x3gv96_rj588v5bqh0000gn/T//Rtmp3qxrFB/1	MA1930.2	CTCF	ChIPseq_peak_85_shuf_6	518	11.0117	fp
/var/folders/02/8xlc9n4x3gv96_rj588v5bqh0000gn/T//Rtmp3qxrFB/1	MA1930.2	CTCF	ChIPseq_peak_151_shuf_9	794	10.9291	fp
/var/folders/02/8xlc9n4x3gv96_rj588v5bqh0000gn/T//Rtmp3qxrFB/1	MA1930.2	CTCF	ChIPseq_peak_45	16	9.95697	tp
