motif_DB	motif_ID	motif_ALT_ID	seq_ID	FASTA_score	PWM_score	class
/var/folders/02/8xlc9n4x3gv96_rj588v5bqh0000gn/T//Rtmp3qxrFB/1	MA1930.2	CTCF	ChIPseq_peak_69	49	15340.5	tp
/var/folders/02/8xlc9n4x3gv96_rj588v5bqh0000gn/T//Rtmp3qxrFB/1	MA1930.2	CTCF	ChIPseq_peak_7	3	10988.9	tp
/var/folders/02/8xlc9n4x3gv96_rj588v5bqh0000gn/T//Rtmp3qxrFB/1	MA1930.2	CTCF	ChIPseq_peak_142	92	10491	tp
/var/folders/02/8xlc9n4x3gv96_rj588v5bqh0000gn/T//Rtmp3qxrFB/1	MA1930.2	CTCF	ChIPseq_peak_69_shuf_5	684	6167.84	fp
/var/folders/02/8xlc9n4x3gv96_rj588v5bqh0000gn/T//Rtmp3qxrFB/1	MA1930.2	CTCF	ChIPseq_peak_89	62	4955.19	tp
/var/folders/02/8xlc9n4x3gv96_rj588v5bqh0000gn/T//Rtmp3qxrFB/1	MA1930.2	CTCF	ChIPseq_peak_120	80	4582.02	tp
/var/folders/02/8xlc9n4x3gv96_rj588v5bqh0000gn/T//Rtmp3qxrFB/1	MA1930.2	CTCF	ChIPseq_peak_55	38	3881.19	tp
/var/folders/02/8xlc9n4x3gv96_rj588v5bqh0000gn/T//Rtmp3qxrFB/1	MA1930.2	CTCF	ChIPseq_peak_141	91	2650.73	tp
/var/folders/02/8xlc9n4x3gv96_rj588v5bqh0000gn/T//Rtmp3qxrFB/1	MA1930.2	CTCF	ChIPseq_peak_153	97	2401.73	tp
/var/folders/02/8xlc9n4x3gv96_rj588v5bqh0000gn/T//Rtmp3qxrFB/1	MA1930.2	CTCF	ChIPseq_peak_122	82	2236.8	tp
/var/folders/02/8xlc9n4x3gv96_rj588v5bqh0000gn/T//Rtmp3qxrFB/1	MA1930.2	CTCF	ChIPseq_peak_71	50	2070.19	tp
/var/folders/02/8xlc9n4x3gv96_rj588v5bqh0000gn/T//Rtmp3qxrFB/1	MA1930.2	CTCF	ChIPseq_peak_78	54	1277.29	tp
/var/folders/02/8xlc9n4x3gv96_rj588v5bqh0000gn/T//Rtmp3qxrFB/1	MA1930.2	CTCF	ChIPseq_peak_66	48	1230.94	tp
/var/folders/02/8xlc9n4x3gv96_rj588v5bqh0000gn/T//Rtmp3qxrFB/1	MA1930.2	CTCF	ChIPseq_peak_193	120	1111.46	tp
/var/folders/02/8xlc9n4x3gv96_rj588v5bqh0000gn/T//Rtmp3qxrFB/1	MA1930.2	CTCF	ChIPseq_peak_28	20	888.65	tp
/var/folders/02/8xlc9n4x3gv96_rj588v5bqh0000gn/T//Rtmp3qxrFB/1	MA1930.2	CTCF	ChIPseq_peak_97	68	621.473	tp
/var/folders/02/8xlc9n4x3gv96_rj588v5bqh0000gn/T//Rtmp3qxrFB/1	MA1930.2	CTCF	ChIPseq_peak_48	32	546.958	tp
/var/folders/02/8xlc9n4x3gv96_rj588v5bqh0000gn/T//Rtmp3qxrFB/1	MA1930.2	CTCF	ChIPseq_peak_190	117	529.184	tp
/var/folders/02/8xlc9n4x3gv96_rj588v5bqh0000gn/T//Rtmp3qxrFB/1	MA1930.2	CTCF	ChIPseq_peak_58	41	438.6	tp
/var/folders/02/8xlc9n4x3gv96_rj588v5bqh0000gn/T//Rtmp3qxrFB/1	MA1930.2	CTCF	ChIPseq_peak_30	21	425.359	tp
/var/folders/02/8xlc9n4x3gv96_rj588v5bqh0000gn/T//Rtmp3qxrFB/1	MA1930.2	CTCF	ChIPseq_peak_93	65	379.876	tp
