motif_DB	motif_ID	motif_ALT_ID	seq_ID	FASTA_score	PWM_score	class
/var/folders/02/8xlc9n4x3gv96_rj588v5bqh0000gn/T//RtmpETxpCX/1	MA1102.3	CTCFL	chipseq_peak_15144	15144	222.346	tp
/var/folders/02/8xlc9n4x3gv96_rj588v5bqh0000gn/T//RtmpETxpCX/1	MA1102.3	CTCFL	chipseq_peak_15145	15145	216.386	tp
/var/folders/02/8xlc9n4x3gv96_rj588v5bqh0000gn/T//RtmpETxpCX/1	MA1102.3	CTCFL	chipseq_peak_15164	15164	207.519	tp
/var/folders/02/8xlc9n4x3gv96_rj588v5bqh0000gn/T//RtmpETxpCX/1	MA1102.3	CTCFL	chipseq_peak_15148	15148	199.466	tp
/var/folders/02/8xlc9n4x3gv96_rj588v5bqh0000gn/T//RtmpETxpCX/1	MA1102.3	CTCFL	chipseq_peak_7170	7170	192.575	tp
/var/folders/02/8xlc9n4x3gv96_rj588v5bqh0000gn/T//RtmpETxpCX/1	MA1102.3	CTCFL	chipseq_peak_6630	6630	187.886	tp
/var/folders/02/8xlc9n4x3gv96_rj588v5bqh0000gn/T//RtmpETxpCX/1	MA1102.3	CTCFL	chipseq_peak_15154	15154	183.66	tp
/var/folders/02/8xlc9n4x3gv96_rj588v5bqh0000gn/T//RtmpETxpCX/1	MA1102.3	CTCFL	chipseq_peak_17462	17462	178.188	tp
/var/folders/02/8xlc9n4x3gv96_rj588v5bqh0000gn/T//RtmpETxpCX/1	MA1102.3	CTCFL	chipseq_peak_15162	15162	169.818	tp
/var/folders/02/8xlc9n4x3gv96_rj588v5bqh0000gn/T//RtmpETxpCX/1	MA1102.3	CTCFL	chipseq_peak_16295_shuf_1	66412	166.48	fp
/var/folders/02/8xlc9n4x3gv96_rj588v5bqh0000gn/T//RtmpETxpCX/1	MA1102.3	CTCFL	chipseq_peak_4972_shuf_1	55089	164.257	fp
