motif_DB	motif_ID	motif_ALT_ID	seq_ID	FASTA_score	PWM_score	class
/tmp/Rtmpgxq6kz/1	MA1102.3	CTCFL	TIPseq_peak_87_shuf_3	447	90.9696	fp
/tmp/Rtmpgxq6kz/1	MA1102.3	CTCFL	TIPseq_peak_140_shuf_5	740	81.4246	fp
/tmp/Rtmpgxq6kz/1	MA1102.3	CTCFL	TIPseq_peak_63	46	78.4552	tp
/tmp/Rtmpgxq6kz/1	MA1102.3	CTCFL	TIPseq_peak_111_shuf_2	339	72.9874	fp
/tmp/Rtmpgxq6kz/1	MA1102.3	CTCFL	TIPseq_peak_137_shuf_2	356	66.4944	fp
/tmp/Rtmpgxq6kz/1	MA1102.3	CTCFL	TIPseq_peak_90	69	59.2192	tp
/tmp/Rtmpgxq6kz/1	MA1102.3	CTCFL	TIPseq_peak_53_shuf_2	290	57.4227	fp
/tmp/Rtmpgxq6kz/1	MA1102.3	CTCFL	TIPseq_peak_83_shuf_2	316	55.2829	fp
/tmp/Rtmpgxq6kz/1	MA1102.3	CTCFL	TIPseq_peak_138_shuf_1	230	52.6585	fp
/tmp/Rtmpgxq6kz/1	MA1102.3	CTCFL	TIPseq_peak_56_shuf_4	547	51.3358	fp
/tmp/Rtmpgxq6kz/1	MA1102.3	CTCFL	TIPseq_peak_120_shuf_8	1109	47.5599	fp
/tmp/Rtmpgxq6kz/1	MA1102.3	CTCFL	TIPseq_peak_157	115	46.6904	tp
/tmp/Rtmpgxq6kz/1	MA1102.3	CTCFL	TIPseq_peak_56_shuf_8	1055	46.4736	fp
/tmp/Rtmpgxq6kz/1	MA1102.3	CTCFL	TIPseq_peak_62_shuf_1	172	43.2617	fp
/tmp/Rtmpgxq6kz/1	MA1102.3	CTCFL	TIPseq_peak_167	122	43.1162	tp
/tmp/Rtmpgxq6kz/1	MA1102.3	CTCFL	TIPseq_peak_58_shuf_4	549	42.5747	fp
/tmp/Rtmpgxq6kz/1	MA1102.3	CTCFL	TIPseq_peak_39	25	42.169	tp
/tmp/Rtmpgxq6kz/1	MA1102.3	CTCFL	TIPseq_peak_62	45	42.0139	tp
/tmp/Rtmpgxq6kz/1	MA1102.3	CTCFL	TIPseq_peak_163	119	40.9547	tp
/tmp/Rtmpgxq6kz/1	MA1102.3	CTCFL	TIPseq_peak_65_shuf_2	301	40.6349	fp
/tmp/Rtmpgxq6kz/1	MA1102.3	CTCFL	TIPseq_peak_101_shuf_1	202	40.2076	fp
/tmp/Rtmpgxq6kz/1	MA1102.3	CTCFL	TIPseq_peak_15	12	40.2071	tp
/tmp/Rtmpgxq6kz/1	MA1102.3	CTCFL	TIPseq_peak_101_shuf_2	329	40.1169	fp
/tmp/Rtmpgxq6kz/1	MA1102.3	CTCFL	TIPseq_peak_161_shuf_4	625	36.7075	fp
/tmp/Rtmpgxq6kz/1	MA1102.3	CTCFL	TIPseq_peak_24_shuf_4	524	35.5976	fp
/tmp/Rtmpgxq6kz/1	MA1102.3	CTCFL	TIPseq_peak_69_shuf_4	558	34.9843	fp
/tmp/Rtmpgxq6kz/1	MA1102.3	CTCFL	TIPseq_peak_147_shuf_1	236	34.4363	fp
/tmp/Rtmpgxq6kz/1	MA1102.3	CTCFL	TIPseq_peak_46_shuf_1	156	34.2333	fp
/tmp/Rtmpgxq6kz/1	MA1102.3	CTCFL	TIPseq_peak_57_shuf_5	675	34.1084	fp
/tmp/Rtmpgxq6kz/1	MA1102.3	CTCFL	TIPseq_peak_46_shuf_3	410	33.6158	fp
/tmp/Rtmpgxq6kz/1	MA1102.3	CTCFL	TIPseq_peak_74_shuf_1	181	33.1637	fp
/tmp/Rtmpgxq6kz/1	MA1102.3	CTCFL	TIPseq_peak_126_shuf_7	986	33.0801	fp
