motif_DB	motif_ID	motif_ALT_ID	seq_ID	FASTA_score	PWM_score	class
/tmp/Rtmp6bGvRV/1	MA1930.2	CTCF	chipseq_peak_28072	28072	6.7906e+07	tp
/tmp/Rtmp6bGvRV/1	MA1930.2	CTCF	chipseq_peak_37506	37506	3.56221e+07	tp
/tmp/Rtmp6bGvRV/1	MA1930.2	CTCF	chipseq_peak_32040	32040	2.72616e+07	tp
/tmp/Rtmp6bGvRV/1	MA1930.2	CTCF	chipseq_peak_11623	11623	1.39786e+07	tp
/tmp/Rtmp6bGvRV/1	MA1930.2	CTCF	chipseq_peak_20657	20657	1.36838e+07	tp
/tmp/Rtmp6bGvRV/1	MA1930.2	CTCF	chipseq_peak_4117	4117	1.19862e+07	tp
/tmp/Rtmp6bGvRV/1	MA1930.2	CTCF	chipseq_peak_36259	36259	1.08582e+07	tp
/tmp/Rtmp6bGvRV/1	MA1930.2	CTCF	chipseq_peak_8962	8962	1.07821e+07	tp
/tmp/Rtmp6bGvRV/1	MA1930.2	CTCF	chipseq_peak_23371	23371	9.74962e+06	tp
/tmp/Rtmp6bGvRV/1	MA1930.2	CTCF	chipseq_peak_82	82	9.13381e+06	tp
/tmp/Rtmp6bGvRV/1	MA1930.2	CTCF	chipseq_peak_34987	34987	8.82475e+06	tp
/tmp/Rtmp6bGvRV/1	MA1930.2	CTCF	chipseq_peak_20372	20372	8.7146e+06	tp
/tmp/Rtmp6bGvRV/1	MA1930.2	CTCF	chipseq_peak_5857	5857	8.69664e+06	tp
/tmp/Rtmp6bGvRV/1	MA1930.2	CTCF	chipseq_peak_17877	17877	8.40385e+06	tp
/tmp/Rtmp6bGvRV/1	MA1930.2	CTCF	chipseq_peak_6863	6863	8.11286e+06	tp
/tmp/Rtmp6bGvRV/1	MA1930.2	CTCF	chipseq_peak_733	733	6.81157e+06	tp
/tmp/Rtmp6bGvRV/1	MA1930.2	CTCF	chipseq_peak_11455	11455	6.64215e+06	tp
/tmp/Rtmp6bGvRV/1	MA1930.2	CTCF	chipseq_peak_36262	36262	6.353e+06	tp
/tmp/Rtmp6bGvRV/1	MA1930.2	CTCF	chipseq_peak_25494	25494	6.11019e+06	tp
/tmp/Rtmp6bGvRV/1	MA1930.2	CTCF	chipseq_peak_36388	36388	6.05057e+06	tp
/tmp/Rtmp6bGvRV/1	MA1930.2	CTCF	chipseq_peak_2635	2635	5.77268e+06	tp
/tmp/Rtmp6bGvRV/1	MA1930.2	CTCF	chipseq_peak_8317	8317	5.5802e+06	tp
/tmp/Rtmp6bGvRV/1	MA1930.2	CTCF	chipseq_peak_33299	33299	5.37759e+06	tp
/tmp/Rtmp6bGvRV/1	MA1930.2	CTCF	chipseq_peak_35552	35552	4.96194e+06	tp
/tmp/Rtmp6bGvRV/1	MA1930.2	CTCF	chipseq_peak_29775	29775	4.71305e+06	tp
/tmp/Rtmp6bGvRV/1	MA1930.2	CTCF	chipseq_peak_32497	32497	4.4946e+06	tp
/tmp/Rtmp6bGvRV/1	MA1930.2	CTCF	chipseq_peak_7372	7372	4.35142e+06	tp
/tmp/Rtmp6bGvRV/1	MA1930.2	CTCF	chipseq_peak_22214	22214	4.29001e+06	tp
/tmp/Rtmp6bGvRV/1	MA1930.2	CTCF	chipseq_peak_26403	26403	4.08542e+06	tp
/tmp/Rtmp6bGvRV/1	MA1930.2	CTCF	chipseq_peak_2141	2141	4.07395e+06	tp
/tmp/Rtmp6bGvRV/1	MA1930.2	CTCF	chipseq_peak_36935	36935	3.82765e+06	tp
/tmp/Rtmp6bGvRV/1	MA1930.2	CTCF	chipseq_peak_25399	25399	3.72585e+06	tp
/tmp/Rtmp6bGvRV/1	MA1930.2	CTCF	chipseq_peak_31685	31685	3.56853e+06	tp
/tmp/Rtmp6bGvRV/1	MA1930.2	CTCF	chipseq_peak_24504	24504	3.5024e+06	tp
/tmp/Rtmp6bGvRV/1	MA1930.2	CTCF	chipseq_peak_21278	21278	3.46994e+06	tp
/tmp/Rtmp6bGvRV/1	MA1930.2	CTCF	chipseq_peak_35091	35091	3.43215e+06	tp
/tmp/Rtmp6bGvRV/1	MA1930.2	CTCF	chipseq_peak_6069	6069	3.32921e+06	tp
/tmp/Rtmp6bGvRV/1	MA1930.2	CTCF	chipseq_peak_34757	34757	3.27424e+06	tp
/tmp/Rtmp6bGvRV/1	MA1930.2	CTCF	chipseq_peak_34617	34617	3.2618e+06	tp
/tmp/Rtmp6bGvRV/1	MA1930.2	CTCF	chipseq_peak_1433	1433	3.15585e+06	tp
/tmp/Rtmp6bGvRV/1	MA1930.2	CTCF	chipseq_peak_21286	21286	3.09563e+06	tp
/tmp/Rtmp6bGvRV/1	MA1930.2	CTCF	chipseq_peak_26394	26394	3.0229e+06	tp
/tmp/Rtmp6bGvRV/1	MA1930.2	CTCF	chipseq_peak_5807	5807	3.0229e+06	tp
/tmp/Rtmp6bGvRV/1	MA1930.2	CTCF	chipseq_peak_15084	15084	3.00424e+06	tp
/tmp/Rtmp6bGvRV/1	MA1930.2	CTCF	chipseq_peak_17110	17110	2.75678e+06	tp
/tmp/Rtmp6bGvRV/1	MA1930.2	CTCF	chipseq_peak_7720	7720	2.72008e+06	tp
/tmp/Rtmp6bGvRV/1	MA1930.2	CTCF	chipseq_peak_6657	6657	2.69266e+06	tp
/tmp/Rtmp6bGvRV/1	MA1930.2	CTCF	chipseq_peak_22569	22569	2.65688e+06	tp
/tmp/Rtmp6bGvRV/1	MA1930.2	CTCF	chipseq_peak_8538	8538	2.64973e+06	tp
/tmp/Rtmp6bGvRV/1	MA1930.2	CTCF	chipseq_peak_19856	19856	2.62766e+06	tp
/tmp/Rtmp6bGvRV/1	MA1930.2	CTCF	chipseq_peak_982	982	2.61978e+06	tp
/tmp/Rtmp6bGvRV/1	MA1930.2	CTCF	chipseq_peak_589	589	2.61122e+06	tp
/tmp/Rtmp6bGvRV/1	MA1930.2	CTCF	chipseq_peak_37424	37424	2.49335e+06	tp
/tmp/Rtmp6bGvRV/1	MA1930.2	CTCF	chipseq_peak_27459	27459	2.39823e+06	tp
/tmp/Rtmp6bGvRV/1	MA1930.2	CTCF	chipseq_peak_33841	33841	2.34191e+06	tp
/tmp/Rtmp6bGvRV/1	MA1930.2	CTCF	chipseq_peak_18635	18635	2.32749e+06	tp
/tmp/Rtmp6bGvRV/1	MA1930.2	CTCF	chipseq_peak_31278	31278	2.30344e+06	tp
/tmp/Rtmp6bGvRV/1	MA1930.2	CTCF	chipseq_peak_5859	5859	2.17339e+06	tp
/tmp/Rtmp6bGvRV/1	MA1930.2	CTCF	chipseq_peak_13763	13763	2.11734e+06	tp
/tmp/Rtmp6bGvRV/1	MA1930.2	CTCF	chipseq_peak_33888	33888	2.09977e+06	tp
/tmp/Rtmp6bGvRV/1	MA1930.2	CTCF	chipseq_peak_5684	5684	2.06538e+06	tp
/tmp/Rtmp6bGvRV/1	MA1930.2	CTCF	chipseq_peak_35788	35788	2.0549e+06	tp
/tmp/Rtmp6bGvRV/1	MA1930.2	CTCF	chipseq_peak_9134	9134	2.02146e+06	tp
/tmp/Rtmp6bGvRV/1	MA1930.2	CTCF	chipseq_peak_9163	9163	1.99412e+06	tp
/tmp/Rtmp6bGvRV/1	MA1930.2	CTCF	chipseq_peak_36271	36271	1.98113e+06	tp
/tmp/Rtmp6bGvRV/1	MA1930.2	CTCF	chipseq_peak_26550	26550	1.9702e+06	tp
